index,id,title,type,description,release_year,age_certification,runtime,imdb_id,imdb_score,imdb_votes,title_norm,join_year,director,cast,country,date_added,rating,duration,listed_in
2353,tm358949,A Very Country Christmas,MOVIE,"Jeanette Williams is a busy single parent, trying to make the best life for her and her daughter. With no time to follow current celebrity gossip, Jeanette is unaware of when a Country superstar returns to their small town to escape the intrusive paparazzi and the chaos of fame. A chance meeting between the two have them both letting their guards down and opening their hearts to the possibility of romance.",2017,G,83,tt7001906,6.0,1622.0,a very country christmas,2017.0,Justin G. Dyck,"Bea Santos, Greyston Holt, Greg Vaughan, Deana Carter, Allison Hossack","United States, Canada","November 15, 2020",TV-G,84 min,"Music & Musicals, Romantic Movies"
2354,tm408104,Greg Davies: You Magnificent Beast,MOVIE,"Greg is back with his first stand up show in four years, and biggest ever tour, You Magnificent Beast.",2018,,66,tt8259682,7.1,2328.0,greg davies: you magnificent beast,2018.0,Peter Orton,Greg Davies,United Kingdom,"April 10, 2018",TV-MA,66 min,Stand-Up Comedy
2356,tm428073,When Angels Sleep,MOVIE,"GermÃ¡n, an honest family man, sees how his whole world wobbles the night when, driving home, accidentally runs over two teenage girls. From that moment, GermÃ¡n will have to do everything in his power to prevent his life from being destroyed forever.",2018,,94,tt3732280,5.5,3619.0,when angels sleep,2018.0,Gonzalo Bendala,"Julián Villagrán, Marian Álvarez, Ester Expósito, Sira Alonso de Alarcón, Asia Ortega, Daniel Jumillas, Christian Mulas",Spain,"December 28, 2018",TV-MA,96 min,"Dramas, International Movies, Thrillers"
2357,ts85202,Brainchild,SHOW,"From germs and emotions to social media and more, it's the science of your world explained in a way that's refreshingly relatable.",2018,TV-Y7,25,tt9203042,8.1,415.0,brainchild,2018.0,,"Sahana Srinivasan, Alie Ward, Ben Seidman",,"November 2, 2018",TV-G,1 Season,Kids' TV
2358,tm429377,Bert Kreischer: Secret Time,MOVIE,"Comedian Bert Kreischer is ready to take his shirt off and ""party hardy"" with his debut Netflix Original stand-up special, Bert Kreischer: Secret Time. Considered one of the best storytellers of his generation, Bert regales the audience at the Trocadero Theatre in Philadelphia with stories about zip-lining with his family, his daughter practicing softball with an imaginary ball, and upstaging ex-NBA player Ralph Sampson at a childhood basketball camp.",2018,,57,tt8786466,7.3,2307.0,bert kreischer: secret time,2018.0,Todd Biermann,Bert Kreischer,,"August 24, 2018",TV-MA,57 min,Stand-Up Comedy
2359,ts81036,The Who Was? Show,SHOW,Fresh voices bring some of the most famous names in history to life. A live-action sketch comedy show based on the series of best-selling books.,2018,,25,tt7488702,6.8,604.0,the who was? show,2018.0,,"Haley Tju, Adam Hochstetter, Kirrilee Berger, Lilla Crawford, Bentley Green, Zach Timson, Andrew Daly, H. Jon Benjamin",United States,"May 11, 2018",TV-PG,1 Season,"Kids' TV, TV Comedies"
2360,tm330869,Show Dogs,MOVIE,"Starring Will Arnett, Chris ""Ludacris"" Bridges, Natasha Lyonne, Jordin Sparks, Gabriel Iglesias, Shaquille O'Neal, Alan Cumming, and Stanley Tucci, SHOW DOGS is a family comedy about the unlikely pairing of a human detective (Arnett) and his canine partner (voice of Chris ""Ludacris"" Bridges), who has to go undercover at the world's most exclusive dog show to solve his biggest case yet.",2018,PG,90,tt5691024,3.9,4653.0,show dogs,2018.0,Raja Gosnell,"Will Arnett, Ludacris, Natasha Lyonne, Stanley Tucci, Jordin Sparks, Gabriel Iglesias, Shaquille O'Neal, Omar Chaparro, Alan Cumming, Andy Beckwith, Delia Sheppard, Kerry Shale","United Kingdom, United States","September 8, 2021",PG,90 min,"Children & Family Movies, Comedies"
2362,tm417317,Bhavesh Joshi Superhero,MOVIE,"A young man who stands for the right discovers that he's destined to do bigger things, which will transform him from a common man into a Superhero.",2018,,155,tt6129302,7.7,8587.0,bhavesh joshi superhero,2018.0,Vikramaditya Motwane,"Harshvardhan Kapoor, Priyanshu Painyuli, Ashish Verma, Shreiya Sabharwal, Pratap Phad, Chinmayee Mandlekar, Nishikant Kamat, Hrishikesh Joshi",India,"August 16, 2018",TV-14,150 min,"Dramas, International Movies, Sci-Fi & Fantasy"
2364,tm407295,Amateur,MOVIE,14-year-old basketball phenom Terron Forte has to navigate the under-the-table world of amateur athletics when he is recruited to an elite NCAA prep school.,2018,R,96,tt5580392,5.9,4303.0,amateur,2018.0,Ryan Koo,"Michael Rainey Jr., Josh Charles, Brian White, Sharon Leal, Ashlee Brian, Corey Parker Robinson",United States,"April 6, 2018",TV-MA,96 min,"Dramas, Independent Movies, Sports Movies"
2366,tm282910,Fireworks,MOVIE,"Moshimo, Japan. The annual fireworks festival is about to take place and a group of schoolboys, arguing over whether they are round or flat when viewed from different angles, set out to find it out.",2017,PG-13,90,tt6317962,5.6,3147.0,fireworks,2017.0,"Akiyuki Shinbo, Nobuyuki Takeuchi","Yuki Kaji, Nobuo Tobita, Michiko Neya, Mitsuru Miyamoto, Fumihiko Tachiki, Shintaro Asanuma, Takahiro Sakurai, Kana Hanazawa, Toshiyuki Toyonaga, Suzu Hirose, Shinichiro Miki, Mamoru Miyano, Takako Matsu, Masaki Suda",Japan,"December 25, 2019",TV-PG,91 min,"Anime Features, Romantic Movies"
2369,ts112279,Empire Games,SHOW,"This series explores the greatest empires in a way that has never been fully investigated. Each episode highlights and exposes the political intrigue, personal vendettas, family mayhem, acts of vengeance and the ever-evolving tension, turmoil and chaos that shaped these civilizations and led to their destruction from within.",2018,,49,tt8171234,5.8,306.0,empire games,2018.0,,Jim O'Brien,"Czech Republic, United States","October 5, 2018",TV-14,1 Season,Docuseries
2370,tm419496,Lust Stories,MOVIE,An anthology of four stories that sheds light on modern relationships from the viewpoint of the Indian woman.,2018,R,120,tt8439854,6.4,10725.0,lust stories,2018.0,"Zoya Akhtar, Karan Johar, Anurag Kashyap, Dibakar Banerjee","Vicky Kaushal, Bhumi Pednekar, Radhika Apte, Neha Dhupia, Manisha Koirala, Akash Thosar, Randeep Jha, Neil Bhoopalam, Jaideep Ahlawat, Sanjay Kapoor, Kiara Advani",India,"June 15, 2018",TV-MA,121 min,"Comedies, Dramas, International Movies"
2372,ts95274,Age of Tanks,SHOW,"The history of the powerful weapon on land, the tank. Covers its entire history, from paper designs of the early-1900s to the beasts of the present day.",2017,TV-PG,54,tt8107992,7.3,852.0,age of tanks,2017.0,,,"Germany, France, Russia","November 10, 2018",TV-PG,1 Season,"Docuseries, International TV Shows, Science & Nature TV"
2374,tm313120,Chasing Coral,MOVIE,"Coral reefs are the nursery for all life in the oceans, a remarkable ecosystem that sustains us. Yet with carbon emissions warming the seas, a phenomenon called â€œcoral bleachingâ€â€”a sign of mass coral deathâ€”has been accelerating around the world, and the public has no idea of the scale or implication of the catastrophe silently raging underwater.",2017,,93,tt6333054,8.1,5143.0,chasing coral,2017.0,Jeff Orlowski,,United States,"July 14, 2017",TV-PG,89 min,Documentaries
2376,ts82398,My Dead Ex,SHOW,"A classic, will-they-won't they romance story. Charley is living your typical teenage girlâ€™s life. Ben, Charleyâ€™s not so secret admirer, isnâ€™t living at all. But a little thing like death canâ€™t stop these two teens from falling in love. Or maybe it can.",2018,,25,tt7428106,7.4,478.0,my dead ex,2018.0,,"Katherine Hughes, Ryan Lee, Ryan Malaty, Medalion Rahimi, Marc Evan Jackson, Beth Littleford, Audrey Wasilewski, Matt Braunger",United States,"February 1, 2021",TV-14,1 Season,"TV Comedies, Teen TV Shows"
2377,tm477838,Disconnect,MOVIE,A romantic comedy that brings out the intricacies and absurdities of the Nairobi dating scene.,2018,,107,tt8413566,5.3,117.0,disconnect,2018.0,"David 'Tosh' Gitonga, Michael Jones","Brenda Wairimu, Nick Mutuma, Catherine Kamau, Pascal Tokodi, Patricia Kihoro, Pierra Makena, Bridget Shighadi, Brian Ogola, Illya Frank, Aseem Sharma, Arthur Sanya, Justin Mirichii, Maqbul Mohammed",Kenya,"October 16, 2020",TV-MA,107 min,"Comedies, International Movies, Romantic Movies"
2379,ts82867,Becoming Champions,SHOW,This series looks at the stories behind the athletes and countries that have achieved World Cup champion status.,2018,TV-G,45,tt8796068,6.7,389.0,becoming champions,2018.0,,,Mexico,"August 1, 2018",TV-G,1 Season,"Docuseries, International TV Shows"
2380,ts83554,Inside the Criminal Mind,SHOW,Explore the psychological machinations and immoral behavior that define the most nefarious types of criminals.,2018,TV-MA,48,tt6775794,5.4,986.0,inside the criminal mind,2018.0,,,"United States, Czech Republic","August 31, 2018",TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows"
2381,ts58442,Live Up To Your Name,SHOW,"Heo Im is an oriental doctor, acknowledged as the best in acupuncture and moxibustion in Joseon. His success is blocked due to his low status.

One day, Heo Im travels though time and finds himself in present day Seoul. He meets Choi Yeon-Kyung. She is doctor firmly believing in only modern medicine.",2017,TV-MA,69,tt7094874,8.0,1224.0,live up to your name,2017.0,,"Kim Nam-gil, Kim Ah-joong, Yoo Min-kyu, Moon Ga-young, Yun Ju-sang, Um Hyo-sup, An Seok-hwan, Lee Dae-yeon, Oh Dae-whan",South Korea,"January 1, 2020",TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows"
2382,tm374216,Take Your Pills,MOVIE,"In a hypercompetitive world, drugs like Adderall offer students, athletes, coders and others a way to do more -- faster and better. But at what cost?",2018,,87,tt7983844,6.3,5048.0,take your pills,2018.0,Alison Klayman,,United States,"March 16, 2018",TV-14,88 min,Documentaries
2383,tm232464,Raees,MOVIE,"Set in the early â€™80s and â€™90s in Gujarat, India, â€˜Raeesâ€™ is a fictitious story of a crime lord named Raees, who builds an entire empire from scratch, and a police officer who is determined to bring him down.",2017,R,143,tt3405236,6.7,43835.0,raees,2017.0,Rahul Dholakia,"Shah Rukh Khan, Mahira Khan, Nawazuddin Siddiqui, Mohammed Zeeshan Ayyub, Sheeba Chaddha, Shubham Chintamani, Shubham Tukaram, Atul Kulkarni, Narendra Jha, Jaideep Ahlawat, Sunny Leone",India,"May 26, 2017",TV-14,143 min,"Action & Adventure, Dramas, International Movies"
2384,tm367473,Bad Seeds,MOVIE,"Wael, a former street child, makes a living from small scams with his adoptive mother and partner-in-crime Monique. When this unconventional duo swindles the wrong guy, Victor, an old acquaintance of Monique now in charge of a support organization for troubled teens, they have no choice but to become his interim secretary and educator in order to redeem themselves.",2018,,100,tt6708116,7.3,5407.0,bad seeds,2018.0,Kheiron,"Kheiron, Catherine Deneuve, André Dussollier, Louison Blivet, Adil Dehbi, Hakou Benosmane, Youssouff Wague, Mahia Zrouki, Joseph Jovanovic","France, Belgium","December 21, 2018",TV-MA,105 min,"Comedies, Dramas, International Movies"
2385,tm413049,Animal World,MOVIE,"Drifting aimlessly through life, Kaisi (Li Yi Feng) has racked up debts of several million having borrowed money from his friends. Lured with the promise of writing it all off, Kaisi leaves his ailing mother and childhood sweetheart Qing (Zhou Dongyu) to board the ship Destiny and attend a gambling party controlled by the mysterious Anderson (Michael Douglas).  All players join the game with stars. For each game they lose, their opponent captures a star. Everyone is holding daggers behind their backs plotting dirty means by which to overcome their opponents. The game quickly deteriorates into a slaughter and Kaisi must battle save his own skinâ€¦",2018,R,125,tt9257932,6.5,4367.0,animal world,2018.0,Han Yan,"Li Yi Feng, Zhou Dongyu, Michael Douglas, Bingkun Cao, Ge Wang, Keanu Chi, Zhang Jungyi, Yijuan Li, Su Ke",China,"September 28, 2018",TV-MA,130 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy"
2389,ts84977,Terrorism Close Calls,SHOW,"The war on terror is everywhere and anywhere. In this series, we learn about the deadly terrorist attacks that almost happened or were not as deadly as planned. Each episodes explores a recently declassified terrorist scheme intended to cause mass casualties.",2018,,51,tt6775816,5.1,688.0,terrorism close calls,2018.0,,,"United States, Czech Republic","October 26, 2018",TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows"
2390,tm371959,6 Balloons,MOVIE,"Over the course of one night, a woman drives across LA with her heroin addict brother in search of a detox center, with his two-year-old daughter in tow.",2018,,75,tt6142496,5.9,4087.0,6 balloons,2018.0,Marja Lewis Ryan,"Abbi Jacobson, Dave Franco, Jane Kaczmarek, Tim Matheson, Charlotte Carel, Madeline Carel, Maya Erskine, Dawan Owens, Jen Tullock",United States,"April 6, 2018",TV-MA,75 min,"Dramas, Independent Movies"
2391,tm320206,#realityhigh,MOVIE,"When nerdy high schooler Dani finally attracts the interest of her longtime crush, she lands in the cross hairs of his ex, a social media celebrity.",2017,,99,tt6119504,5.2,6283.0,#realityhigh,2017.0,Fernando Lebrija,"Nesta Cooper, Kate Walsh, John Michael Higgins, Keith Powers, Alicia Sanz, Jake Borelli, Kid Ink, Yousef Erakat, Rebekah Graf, Anne Winters, Peter Gilroy, Patrick Davis",United States,"September 8, 2017",TV-14,99 min,Comedies
2393,tm408306,Seth Rogen's Hilarity for Charity,MOVIE,"Seth Rogen and friends combine stand-up, sketches and music for an outrageous comedy special that could only come from the mind of Seth. Guests include Tiffany Haddish, Sarah Silverman, Michelle Wolf, John Mulaney, Michael Che, David Chang, Ike Barinholtz, Chelsea Peretti, Kumail Nanjiani, Jon Lovitz, Jeff Goldblum, Sacha Baron Cohen, Nick Kroll, Post Malone, Chris Hardwick, and Craig Robinson & The Nasty Delicious.",2018,,70,tt8178116,5.0,2360.0,seth rogen's hilarity for charity,2018.0,Ryan Polito,"Seth Rogen, Ike Barinholtz, Michael Che, Sacha Baron Cohen, Jeff Goldblum, Tiffany Haddish, Chris Hardwick, Nick Kroll, John Mulaney, Kumail Nanjiani, Chelsea Peretti, Craig Robinson & The Nasty Delicious, Lauren Miller Rogen, Justin Roiland, Sarah Silverman, Michelle Wolf",United States,"April 6, 2018",TV-MA,70 min,Stand-Up Comedy
2394,tm422715,Stree,MOVIE,"Set in the town of Chanderi, Stree is based on the urban legend of Nale Ba that went viral in Karnataka in the 1990s, and features Shraddha Kapoor and Rajkummar Rao in pivotal roles.",2018,,128,tt8108202,7.6,32814.0,stree,2018.0,Amar Kaushik,"Rajkummar Rao, Shraddha Kapoor, Pankaj Tripathi, Aparshakti Khurana, Abhishek Banerjee, Atul Srivastava",India,"June 7, 2019",TV-MA,127 min,"Comedies, Horror Movies, Independent Movies"
2395,tm301024,Wedding Unplanned,MOVIE,"When she discovers a wedding planer's business card, Alexia instantly says, ""YES"" to Mathias unaware that it belongs to his mistress. The groom is now trapped between his bride, and his lover who in charge of his unwanted marriage.",2017,,94,tt9519642,5.7,1610.0,wedding unplanned,2017.0,Reem Kherici,"Reem Kherici, Nicolas Duvauchelle, Julia Piaton, Sylvie Testud, François-Xavier Demaison, Chantal Lauby, Lionnel Astier, Ève Saint-Louis, Victoria Monfort, Amelie Fonlupt",France,"October 19, 2017",TV-MA,94 min,"Comedies, International Movies, Romantic Movies"
2396,ts83247,Stay Here,SHOW,Designer Genevieve Gorder and real estate expert Peter Lorimer show property owners how to turn their short-term rentals into moneymaking showstoppers.,2018,TV-PG,32,tt8773338,7.4,1095.0,stay here,2018.0,,"Genevieve Gorder, Peter Lorimer",United States,"August 17, 2018",TV-PG,1 Season,Reality TV
2397,ts80410,Kantaro: The Sweet Tooth Salaryman,SHOW,A stoic book salesman leads a double life as he plays hooky from work to write his sweets blog. In his journey to attain a glimpse of sweets heaven Kantaro samples various Japanese and Western sweets.,2017,,30,tt6983520,7.6,791.0,kantaro: the sweet tooth salaryman,2017.0,,"Matsuya Onoe, Ren Ishikawa, Hiroyuki Onoue, Hazuki Shimizu, Sarutoki Minagawa",Japan,"December 1, 2017",TV-PG,1 Season,"International TV Shows, TV Comedies"
