index,id,title,type,description,release_year,age_certification,runtime,imdb_id,imdb_score,imdb_votes,title_norm,director,cast,country,date_added,rating,duration,listed_in
4558,tm1003630,After We Fell,MOVIE,"Just as Tessa's life begins to become unglued, nothing is what she thought it would be. Not her friends nor her family. The only person that she should be able to rely on is Hardin, who is furious when he discovers the massive secret that she's been keeping. Before Tessa makes the biggest decision of her life, everything changes because of revelations about her family.",2021,R,99,tt13069986,4.6,12339.0,after we fell,,,,,,,
4559,ts328194,My Name,SHOW,"Following her father's murder, a revenge-driven woman puts her trust in a powerful crime boss â€” and enters the police force under his direction.",2021,TV-MA,50,tt12940504,7.8,18446.0,my name,,,,,,,
4560,tm1046627,Hypnotic,MOVIE,"A young woman seeking self-improvement enlists the help of a renowned hypnotherapist. But after a handful of intense sessions, she discovers unexpected and deadly consequences.",2021,,88,tt12383460,5.3,14887.0,hypnotic,,,,,,,
4562,tm810504,Yaksha: Ruthless Operations,MOVIE,"Nicknamed after a human-devouring spirit, the ruthless leader of an overseas black ops team takes up a dangerous mission in a city riddled with spies.",2022,,125,tt12663250,6.2,2486.0,yaksha: ruthless operations,,,,,,,
4565,tm1185506,The Taming of the Shrewd,MOVIE,"When a heartbroken scientist moves back home to start over, her scheming brother hires a handsome stranger to convince her to sell their land.",2022,,112,tt18970380,4.6,630.0,the taming of the shrewd,,,,,,,
4570,ts108042,Maya and the Three,SHOW,A Mesoamerican warrior princess embarks on a quest to recruit three legendary fighters to help save the world of gods and humankind.,2021,TV-Y7,131,tt8787772,8.1,3597.0,maya and the three,,,,,,,
4573,ts281062,The Girl from Oslo,SHOW,"Pia and two Israelis are kidnapped by IS terrorists in the Sinai desert, and threatened with death if twelve IS prisoners are not released.",2021,,31,tt13968792,6.3,2973.0,the girl from oslo,,,,,,,
4574,ts343427,Samurai Rabbit: The Usagi Chronicles,SHOW,"A teenage rabbit aspiring to become a real samurai teams up with new warrior friends to protect their city from Yokai monsters, ninjas and evil aliens.",2022,TV-Y7,25,tt12717354,6.6,148.0,samurai rabbit: the usagi chronicles,,,,,,,
4575,tm1168932,Taylor Tomlinson: Look at You,MOVIE,"Breakups. Therapy. Bangs. Taylor's gone through some stuff since her quarter-life crisis, and she spins her mental health journey into insightful comedy.",2022,,60,tt18096250,7.3,1707.0,taylor tomlinson: look at you,,,,,,,
4577,tm813078,Prayers for the Stolen,MOVIE,Life in a town at war seen through the eyes of three young girls on the path to adolescence.,2021,R,110,tt10366574,7.3,1729.0,prayers for the stolen,,,,,,,
4578,tm1110150,There's Someone Inside Your House,MOVIE,"As the countdown to graduation begins, students at Osborne High are being stalked by a maniac intent on exposing their darkest secrets to the entire town, terrorizing victims while wearing a life-like mask of their own face. With a mysterious past of her own, Makani and her friends must discover the killer's identity before they become victims themselves.",2021,,86,tt8150814,4.8,14421.0,there's someone inside your house,,,,,,,
4579,tm1000147,Zone 414,MOVIE,"In the near future on a colony of state-of-the-art robots, a private investigator is hired by the colony's creator to bring his missing daughter home.",2021,R,98,tt8545482,4.9,3878.0,zone 414,,,,,,,
4583,tm974195,The Fable: The Killer Who Doesn't Kill,MOVIE,"Akira is the legendary killer known as The Fable. Following the order of his boss and due to being overworked, he lives peacefully with his partner Yoko as ordinary siblings. Akira still works part-time at design company Octopus with CEO Takoda and employee Misaki. CEO Takoda and Misaki are unaware of Akira's background as an assassin.  Meanwhile, Utsubo is a representative for an NPO. But, Utsubo works with contract killer Suzuki to set people up for extortion purposes. They target someone at design company Octopus.",2021,,132,tt13017204,6.8,1282.0,the fable: the killer who doesn't kill,,,,,,,
4585,ts273229,Feria: The Darkest Light,SHOW,Two sisters must face a new reality â€” and supernatural elements â€” when it's revealed their parents participated in a cult ritual ending in death.,2022,TV-MA,50,tt13323004,5.7,1532.0,feria: the darkest light,,,,,,,
4589,ts328605,Midnight at the Pera Palace,SHOW,"At a historic Istanbul hotel, a journalist is unexpectedly thrust into the past and must stop a plot that could change the fate of modern Turkey.",2022,TV-14,44,tt13317508,7.1,6624.0,midnight at the pera palace,,,,,,,
4590,ts314135,VOIR,SHOW,"Film lovers examine the cinematic moments that thrilled, perplexed, challenged and forever changed them in this collection of visual essays.",2021,TV-MA,20,tt15677070,6.8,1255.0,voir,,,,,,,
4591,tm1151272,Beast,MOVIE,"A former RAW officer, who is among the hostages in a mall taken over by terrorists, has to foil their plans and prevent the government from releasing a dreaded terrorist, who he had helped put in prison at great personal cost.",2022,,162,tt11301946,6.8,19332.0,beast,,,,,,,
4594,tm897466,The Summit of the Gods,MOVIE,A photojournalistâ€™s obsessive quest for the truth about the first expedition to Mt. Everest leads him to search for an esteemed climber who went missing.,2021,PG,95,tt7014378,7.5,4458.0,the summit of the gods,,,,,,,
4597,tm977704,Robin Robin,MOVIE,A bird raised by mice begins to question where she belongs and sets off on a daring journey of self-discovery.,2021,G,30,tt11332850,7.2,1533.0,robin robin,,,,,,,
4598,tm525645,Fear Street: Part One - 1994,MOVIE,A circle of teenage friends accidentally encounter the ancient evil responsible for a series of brutal murders that have plagued their town for over 300 years. Welcome to Shadyside.,2021,,107,tt6566576,6.2,74672.0,fear street: part one - 1994,,,,,,,
4599,tm1141594,Brazen,MOVIE,Mystery writer Grace Miller has killer instincts when it comes to motive - and she'll need every bit of expertise to help solve her sister's murder.,2022,,94,tt13978306,4.0,11224.0,brazen,,,,,,,
4600,ts270405,Pretend It's a City,SHOW,"Wander the New York City streets and fascinating mind of wry writer, humorist and raconteur Fran Lebowitz as she sits down with Martin Scorsese.",2021,TV-14,29,tt13660958,8.1,7096.0,pretend it's a city,,,,,,,
4601,tm1107225,Through My Window,MOVIE,"Raquel's longtime crush on her next-door neighbor turns into something more when he starts developing feelings for her, despite his family's objections.",2022,R,116,tt14463484,5.4,7902.0,through my window,,,,,,,
4603,tm993838,Long Story Short,MOVIE,"Teddy wakes up the morning after his wedding to discover that he's jumped forward a year in his life to his first anniversary. Trapped in an endless cycle of time jumps, transported another year ahead every few minutes, he is faced with a race against time as his life crumbles around him.",2021,R,90,tt10896634,6.5,4664.0,long story short,,,,,,,
4604,ts290643,Super Crooks,SHOW,Johnny Bolt recruits a group of ragtag supervillains for one last heist. Their target: A ruthless super-powered crime boss. What can go wrong?,2021,TV-MA,30,tt14272628,7.1,1984.0,super crooks,,,,,,,
4605,ts329700,Life After Death with Tyler Henry,SHOW,Clairvoyant medium Tyler Henry offers clarity and closure from the beyond while searching through his own family's past in an intimate reality series.,2022,TV-MA,43,tt18224644,5.5,522.0,life after death with tyler henry,,,,,,,
4606,tm1020820,Night Teeth,MOVIE,"A college student moonlighting as a chauffeur picks up two mysterious women for a night of party-hopping across LA. But when he uncovers their bloodthirsty intentions - and their dangerous, shadowy underworld - he must fight to stay alive.",2021,,107,tt10763820,5.6,16890.0,night teeth,,,,,,,
4607,tm999927,A Cop Movie,MOVIE,"This documentary walks the line between fact and fiction, delving into corruption in the Mexican police through the experiences of two officers.",2021,R,107,tt14035242,7.0,1626.0,a cop movie,,,,,,,
4608,tm1198745,Marmaduke,MOVIE,"A legendary dog trainer believes he can transform Marmaduke from an undisciplined, but lovable dog, into the first Great Dane to win the World Dog Championship.",2022,,88,tt8746404,3.0,276.0,marmaduke,,,,,,,
4609,ts314594,Catching Killers,SHOW,"The investigators behind infamous serial killer cases reveal the harrowing, chilling details of their extraordinary efforts in this true crime series.",2021,TV-MA,40,tt15723914,7.1,2908.0,catching killers,,,,,,,
4610,tm1093099,Love Hard,MOVIE,"An LA girl, unlucky in love, falls for an East Coast guy on a dating app and decides to surprise him for the holidays, only to discover that she's been catfished. This lighthearted romantic comedy chronicles her attempt to reel in love.",2021,,104,tt10752004,6.3,48521.0,love hard,,,,,,,
4611,ts315611,Animal,SHOW,"This immersive series follows the world's most magnificent creatures, capturing never-before-seen moments from the heartwarming to the outrageous.",2021,TV-PG,45,tt15674216,7.9,857.0,animal,,,,,,,
4615,tm1159163,Fistful of Vengeance,MOVIE,A revenge mission becomes a fight to save the world from an ancient threat when superpowered assassin Kai tracks a killer to Bangkok.,2022,R,94,tt14158554,4.5,5985.0,fistful of vengeance,,,,,,,
4616,tm1096775,Procession,MOVIE,Six men who were sexually abused by Catholic clergy as boys find empowerment by creating short films inspired by their trauma.,2021,R,118,tt14300912,7.2,1076.0,procession,,,,,,,
4617,ts343251,Green Mothers' Club,SHOW,"Five moms in a competitive grade school community keep their enemies close, and one another closer, as envy and secrets tangle and unravel their lives.",2022,,69,tt15060900,7.1,38.0,green mothers' club,,,,,,,
4618,tm912100,Bruised,MOVIE,"Jackie Justice is a mixed martial arts fighter who leaves the sport in disgrace. Down on her luck and simmering with rage and regret years after the fight, she's coaxed into a brutal underground fight by her manager and boyfriend Desi and grabs the attention of a fight league promoter who promises Jackie a life back in the Octagon. But the road to redemption becomes unexpectedly personal when Manny - the son she gave up as an infant - shows up at her doorstep. A triumphant story of a fighter who reclaims her power, in and out of the ring, when everyone has counted her out",2021,R,129,tt8310474,6.1,13968.0,bruised,,,,,,,
4621,tm465421,The Pirates: The Last Royal Treasure,MOVIE,"A gutsy crew of Joseon pirates and bandits battle stormy waters, puzzling clues and militant rivals in search of royal gold lost at sea.",2022,,126,tt17491040,6.0,2882.0,the pirates: the last royal treasure,,,,,,,
4623,tm1108321,Dave Chappelle: The Closer,MOVIE,"As he closes out his slate of comedy specials, Dave takes the stage to try and set the record straight â€” and get a few things off his chest.",2021,,72,tt15523010,8.0,24903.0,dave chappelle: the closer,,,,,,,
4624,ts297846,An astrological guide for broken hearts,SHOW,"Mid-thirties and still single (certainly not by choice), Alice is working at a small television network in a job with limited upward mobility, despite often being the most competent person in the room. To add insult to injury, her ex-boyfriend Carlo is getting married and about to become a father. And as if that weren't enough, in the small television production company she works for, a new charming and mysterious creative director, Davide, arrives to put everyone to the test. Alice's life begins to change when she meets Tio, an actor on the network's flagship soap opera and self-professed astrological guru, who will soon become her personal ""astrological guide for broken hearts"".",2021,TV-14,34,tt14759406,7.1,2827.0,an astrological guide for broken hearts,,,,,,,
4627,ts329885,Standing Up,SHOW,"From odd jobs to the hunt for viral fame, making a career in stand-up comedy isn't easy, but four friends risk everything to make the world laugh.",2022,TV-MA,46,tt18260550,6.2,133.0,standing up,,,,,,,
4628,ts296563,Who Rules The World,SHOW,"A legendary wuxia romance that focuses on the decade-long romance between Hei Fengxi and Bai Fengxi, and the adventures they embark on together.",2022,TV-PG,44,tt14950036,9.2,81.0,who rules the world,,,,,,,
4631,ts253813,GlÃ³ria,SHOW,A small town in Portugal becomes engulfed in a web of political intrigue when a young engineer is recruited as a KGB spy in this historical thriller.,2021,TV-MA,44,tt13064634,8.0,3941.0,glã³ria,,,,,,,
4634,tm1131382,Jim Gaffigan: Comedy Monster,MOVIE,"Comedy icon Jim Gaffigan offers some thoughts on the hot mess that was 2021, as well as his takes on marching bands, billionaires in space and more.",2021,,70,tt15907298,6.8,1549.0,jim gaffigan: comedy monster,,,,,,,
4635,tm1108648,The Wasteland,MOVIE,"LucÃ­a and her son live isolated from society in a flat place where thereâ€™s practically no life. The small family unit formed by mother and son hardly ever receives visitors, and their goal is to lead a quiet existence. At first they succeed, but the appearance of a mysterious, violent creature that starts stalking their small house will put the relationship that unites them to the test.",2022,,91,tt13323118,4.6,3782.0,the wasteland,,,,,,,
4636,tm824160,Fear Street: Part Two - 1978,MOVIE,"Shadyside, 1978. School's out for summer and the activities at Camp Nightwing are about to begin. But when another Shadysider is possessed with the urge to kill, the fun in the sun becomes a gruesome fight for survival.",2021,,109,tt9701940,6.7,58277.0,fear street: part two - 1978,,,,,,,
4642,ts288744,The Sound of Magic,SHOW,An enigmatic magician living in an abandoned amusement park introduces magic into the life of a high schooler struggling with harsh realities.,2022,TV-14,69,tt14460684,8.0,982.0,the sound of magic,,,,,,,
4644,tm863351,The God Committee,MOVIE,"An organ transplant committee has one hour to decide which of three patients deserves a life-saving heart. Seven years later, the committee members struggle with the consequences of that fateful decision.",2021,,98,tt6852526,5.8,3761.0,the god committee,,,,,,,
4648,ts319303,He's Expecting,SHOW,"When a successful ad executive who's got it all figured out becomes pregnant, he's forced to confront social inequities he'd never considered before.",2022,TV-PG,26,tt14719276,1.6,2735.0,he's expecting,,,,,,,
4653,tm1104532,Britney vs. Spears,MOVIE,Journalist Jenny Eliscu and filmmaker Erin Lee Carr investigate Britney Spears' fight for freedom by way of exclusive interviews and confidential evidence.,2021,,93,tt15469820,6.4,6612.0,britney vs. spears,,,,,,,
4654,tm1165219,Ali Wong: Don Wong,MOVIE,"Comedian, writer and actress Ali Wong returns to Netflix for her third original comedy special, Don Wong. Just in time for Valentine's Day, Ali reveals her wildest fantasies, the challenges of monogamy, and how she really feels about single people. Filmed at The Count Basie Theater in New Jersey.",2022,R,59,tt17542000,6.5,1828.0,ali wong: don wong,,,,,,,
4655,ts272463,Colin in Black & White,SHOW,The life of athlete Colin Kaepernick and his adoptive parents as they navigate the challenges of raising a black son in a white family and community.,2021,TV-14,32,tt12624928,5.4,7021.0,colin in black & white,,,,,,,
4657,tm1020851,Back to the Outback,MOVIE,"Tired of being locked in a reptile house where humans gawk at them like they're monsters, a group of Australia's deadliest creatures plot a daring escape from their zoo to the Outback.",2021,PG,95,tt13575806,6.5,7328.0,back to the outback,,,,,,,
4658,ts320426,Crime Scene: The Times Square Killer,SHOW,"In 1970s NYC, the â€œTorso Killerâ€ preys on women to fulfill his grotesque fantasies while eluding police. A docuseries dive into crimeâ€™s darkest places.",2021,TV-MA,49,tt16027926,6.5,3355.0,crime scene: the times square killer,,,,,,,
4659,tm1138870,Badhaai Do,MOVIE,A gay cop and a lesbian teacher enter a sham marriage to pacify their families but find that relationships â€” both real and fake â€” aren't all that easy.,2022,,147,tt11934846,7.3,15032.0,badhaai do,,,,,,,
4660,tm1158704,Tyler Perry's A Madea Homecoming,MOVIE,Madea's back - hallelujer! And she's not putting up with any nonsense as family drama erupts at her great-grandson's college graduation celebration.,2022,R,105,tt14813966,5.6,3447.0,tyler perry's a madea homecoming,,,,,,,
4664,tm1182144,Dancing on Glass,MOVIE,"When immense pressure threatens a ballerina in a new lead role, she and another dancer escape into a friendship that isolates them from the real world.",2022,,137,tt14118046,5.5,585.0,dancing on glass,,,,,,,
4665,tm1146393,All Hail,MOVIE,"After failing to predict a destructive hailstorm, a famous meteorologist flees to his hometown and soon finds himself on a journey of self-discovery.",2022,,118,tt16427718,5.6,2840.0,all hail,,,,,,,
4667,tm1080252,7 Prisoners,MOVIE,An impoverished teen seeking to escape the clutches of a human trafficker must weigh living up to his moral code against his struggle to survive.,2021,R,93,tt14168118,7.1,6444.0,7 prisoners,,,,,,,
4669,tm473502,83,MOVIE,"On the 25th of June 1983, the Lordâ€™s Cricket Ground witnessed one of the biggest underdog stories in the history of sports. Fourteen inspired players - led by a man's self-belief and conviction - fought against all odds and orchestrated Indiaâ€™s greatest sporting triumph by beating the two-time World Champions West Indies.",2021,,163,tt7518786,7.4,23781.0,83,,,,,,,
4673,tm1073510,SAS: Red Notice,MOVIE,A small army of well trained criminals led by Grace Lewis have hijacked a train deep beneath the English Channel.,2021,R,124,tt4479380,5.2,17719.0,sas: red notice,,,,,,,
4675,tm1025493,Dasvi,MOVIE,"Jailed under a tough cop, an uneducated politician decides to spend his time studying for high school, while his scheming wife has plans of her own.",2022,,125,tt14107554,8.0,13140.0,dasvi,,,,,,,
4677,ts317422,Saturday Morning All Star Hits!,SHOW,Follows Skip and Treybor as they celebrate all that is 80s and 90s television.,2021,TV-14,23,tt15978256,7.6,846.0,saturday morning all star hits!,,,,,,,
4678,tm1087160,Fever Dream,MOVIE,"It will tell the haunting story of broken souls, toxins, looming environmental and spiritual catastrophes, and the ties that bind a parent to a child.",2021,R,93,tt9471660,5.4,1682.0,fever dream,,,,,,,
4680,tm879685,The Perfect Family,MOVIE,"Lucia's achievement of a perfect family is threatened by her son's loose living, dirty mouthed girlfriend and possible in laws that are not what she pictured for him.",2021,,110,tt11924738,6.2,46.0,the perfect family,,,,,,,
4682,tm1107063,Love and Leashes,MOVIE,"Love never hurt so good for two co-workers who enter a contractual relationship as partners in consensual play, pleasure and pain.",2022,R,118,tt15553956,6.3,3820.0,love and leashes,,,,,,,
4684,tm1167440,My Best Friend Anne Frank,MOVIE,"Based on the real-life friendship between Anne Frank and Hannah Goslar, from Nazi-occupied Amsterdam to their harrowing reunion in a concentration camp.",2021,PG-13,103,tt10360772,6.2,3731.0,my best friend anne frank,,,,,,,
4687,ts304468,Thirty-Nine,SHOW,"Leaning on each other through thick and thin, a trio of best friends stand together as they experience life, love and loss on the brink of turning 40.",2022,TV-MA,73,tt15309342,7.9,150.0,thirty-nine,,,,,,,
4689,ts315041,Bulgasal: Immortal Souls,SHOW,The story of a woman who has gone through several reincarnations over the course of 600 years and remembers all of her past lives and a man who has lived for over 600 years as a mythical creature that feeds off human blood and is cursed with immortality.,2021,TV-MA,71,tt14691616,7.4,1897.0,bulgasal: immortal souls,,,,,,,
4690,ts291718,Pretty Smart,SHOW,A self-proclaimed intellectual is forced to move in with her carefree sister and her sister's lovably eccentric friends.,2021,TV-14,24,tt14369056,5.7,4209.0,pretty smart,,,,,,,
4691,tm983658,Rita Moreno: Just a Girl Who Decided to Go for It,MOVIE,"Rita Moreno defied both her humble upbringing and relentless racism to become one of a select group who have won an Emmy, Grammy, Oscar and Tony Award. Over a seventy year career, she has paved the way for Hispanic-American performers by refusing to be pigeonholed into one-dimensional stereotypes.",2021,PG-13,90,tt10741846,7.7,711.0,rita moreno: just a girl who decided to go for it,,,,,,,
4695,tm1164962,Restless,MOVIE,"After going to extremes to cover up an accident, a corrupt cop's life spirals out of control when he starts receiving threats from a mysterious witness.",2022,R,95,tt14465894,5.8,3704.0,restless,,,,,,,
4697,ts280892,"Devotion, a Story of Love and Desire",SHOW,"Fidelity tells a story of marital fidelity, in particular the one of Carlo and Margherita, a young couple who needs to face the deflagrant consequences of an alleged betrayal. Their relationship becomes a symbol of fidelity, not only as a couple, but also in the personal choices made every day.",2022,TV-MA,40,tt13956560,6.4,1262.0,"devotion, a story of love and desire",,,,,,,
4698,tm1183542,Mishan Impossible,MOVIE,Three little kids from Vadamalapeta want to hunt down Dawood Ibrahim and claim prize money. An investigative reporter and her sidekicks want to bring down a child trafficking nexus. How does this motley crew cross paths?,2022,,129,tt14999738,6.7,321.0,mishan impossible,,,,,,,
4699,ts273485,Baki Hanma,SHOW,"To gain the skills he needs to surpass his powerful father, Baki enters Arizona State Prison to take on the notorious inmate known as Mr. Unchained.",2021,TV-MA,24,tt13357140,6.6,1483.0,baki hanma,,,,,,,
4700,tm1042481,Riverdance: The Animated Adventure,MOVIE,A young Irish boy named Keegan and Spanish girl named Moya journey into a magical world of the Megaloceros Giganteus who teach them to appreciate Riverdance as a celebration of life. Based on the stage show phenomenon of the same name and featuring Bill Whelanâ€™s multi-platinum Grammy Award-winning music.,2021,,86,tt10841088,5.5,1700.0,riverdance: the animated adventure,,,,,,,
4701,ts268102,Juvenile Justice,SHOW,A tough judge balances her aversion to minor offenders with firm beliefs on justice and punishment as she tackles complex cases inside a juvenile court.,2022,TV-MA,61,tt15553922,8.0,2163.0,juvenile justice,,,,,,,
4704,ts271604,Blue Period,SHOW,"Bored with life, popular high schooler Yatora Yaguchi jumps into the beautiful yet unrelenting world of art after finding inspiration in a painting.",2021,TV-14,25,tt14115912,7.7,1712.0,blue period,,,,,,,
4706,ts311791,The Raincoat Killer: Chasing a Predator in Korea,SHOW,"In the early 2000s, Yoo Young-chul hammered his victims to death and cast fear across Seoul. This docuseries recounts the hunt for a prolific killer.",2021,TV-MA,48,tt15488654,6.4,1864.0,the raincoat killer: chasing a predator in korea,,,,,,,
4707,ts305264,School of Chocolate,SHOW,"Eight top pastry and chocolate professionals elevate their skills under the supervision of world-renowned chocolatier, Amaury Guichon.",2021,TV-PG,38,tt15172154,7.6,1572.0,school of chocolate,,,,,,,
4708,tm1177856,Without Saying Goodbye,MOVIE,The opposite lives of a workaholic architect and a fiery artist are upended when their chance encounter in breathtaking Peru shifts their views on life.,2022,,96,tt14404596,5.7,2125.0,without saying goodbye,,,,,,,
4711,ts222864,Falling Into Your Smile,SHOW,"Student Tong Yao makes two vows: to never be in a relationship with someone in the same field and to make up for the Chinese League of Legends. When Tong Yao earns her spot as the first formal female player in China's professional league, she catches the attention of an elite team captain. Facing doubts and inconveniences, she meets each challenge with her own persistence and her teammates' support. After much effort, what will become of her vows? Will she stand on the world stage to make up for six years of regret? Will she avoid a romantic entanglement within the e-sports world?  Adapted from the novel You're Beautiful When You Smile by Qing Mei.",2021,TV-14,44,tt11290960,8.4,2019.0,falling into your smile,,,,,,,
4712,tm999817,Green Snake,MOVIE,"While trying to free her sister from Fahai's clutches, Xiao Qing winds up in a dystopian city and meets a mysterious man who can't recall his past life.",2021,,131,tt15000314,6.8,2181.0,green snake,,,,,,,
4715,ts215989,Snabba Cash,SHOW,"The entrepreneurial jet set as well as the criminal world is more brutal, chaotic and ruthless than ever. When these two worlds collide, loyalty, friendships, and business partners will be tested in the never-ending quest for easy money.",2021,TV-MA,43,tt10540276,7.6,8176.0,snabba cash,,,,,,,
4716,tm1132176,Jimmy Carr: His Dark Material,MOVIE,"Jimmy Carr finds humor in the darkest of places in this stand-up special that features his dry, sardonic wit â€” and some jokes he calls ""career enders.""",2021,,59,tt16259786,7.1,4274.0,jimmy carr: his dark material,,,,,,,
4718,ts257345,Wild Abandon,SHOW,"In the haze of a midlife crisis, an architect begins living a double life as a punk while members of his family lead their own crisis-ridden lives.",2022,TV-MA,51,tt13317478,7.2,3634.0,wild abandon,,,,,,,
4720,tm1141923,The Royal Treatment,MOVIE,"Isabella runs her own salon and isnâ€™t afraid to speak her mind, while Prince Thomas runs his own country and is about to marry for duty rather than love. When Izzy and her fellow stylists get the opportunity of a lifetime to do the hair for the royal wedding, she and Prince Thomas learn that taking control of their own destiny requires following their hearts.",2022,,96,tt13989030,5.2,8127.0,the royal treatment,,,,,,,
4721,tm1102868,Nobody Sleeps in the Woods Tonight 2,MOVIE,"When something horrible happens to the only survivor of a bloody massacre, an insecure rookie cop must overcome his fears to stop further carnage.",2021,,97,tt14315500,3.9,3436.0,nobody sleeps in the woods tonight 2,,,,,,,
4723,tm1052498,Aileen Wuornos: American Boogeywoman,MOVIE,"Based on Aileen Wuornos's early life, America's most notorious female serial killer, back in 1976 a young Aileen arrives in Florida searching for a new life that will help her escape her tragic past, marries a wealthy Yacht Club president and has the chance to start again as part of Florida's high society. But tormented by inner demons she surrenders to her murderous impulses and wreaks havoc in the peaceful community of Deland, Florida.",2021,R,85,tt14265992,3.6,1349.0,aileen wuornos: american boogeywoman,,,,,,,
4724,tm1150872,Aziz Ansari: Nightclub Comedian,MOVIE,"After another year of lockdowns, Aziz takes the stage to skewer pandemic life, quarantines, vaccine cards, celebrity side-gigs, smartphones and more.",2022,R,29,tt17005964,7.0,1964.0,aziz ansari: nightclub comedian,,,,,,,
4726,tm1003353,Operation Varsity Blues: The College Admissions Scandal,MOVIE,"An examination that goes beyond the celebrity-driven headlines and dives into the methods used by Rick Singer, the man at the center of the shocking 2019 college admissions scandal, to persuade his wealthy clients to cheat an educational system already designed to benefit the privileged.",2021,R,100,tt14111734,6.9,7993.0,operation varsity blues: the college admissions scandal,,,,,,,
4727,tm881587,"Vengeance Is Mine, All Others Pay Cash",MOVIE,"Ajo Kawir is a fighter who fears nothing, not even death. His raging urge to fight is driven by a secret: his impotence. When he crosses paths with a tough female fighter named Iteung, Ajo gets beaten black and blue, but he also falls head over heels in love. Will Ajoâ€™s path lead him to a happy life with Iteung, and, eventually, his own peace of mind?",2021,,114,tt13387422,7.1,464.0,"vengeance is mine, all others pay cash",,,,,,,
4728,ts320302,Neymar: The Perfect Chaos,SHOW,"Beloved worldwide but also a lightning rod for criticism, Neymar shares the highs and lows of his personal life and brilliant football career.",2022,TV-MA,55,tt16428640,6.6,2907.0,neymar: the perfect chaos,,,,,,,
4730,tm1110389,Single All the Way,MOVIE,"Desperate to avoid his familyâ€™s judgment about his perpetual single status, Peter convinces his best friend Nick to join him for the holidays and pretend that theyâ€™re now in a relationship. But when Peterâ€™s mother sets him up on a blind date with her handsome trainer James, the plan goes awry.",2021,,99,tt14315756,6.1,14862.0,single all the way,,,,,,,
4733,tm1086874,Minnal Murali,MOVIE,A tailor gains special powers after being struck by lightning but must take down an unexpected foe if he is to become the superhero his hometown in Kerala needs.,2021,,158,tt7268738,8.1,24681.0,minnal murali,,,,,,,
4735,tm863823,Finding 'Ohana,MOVIE,"Two Brooklyn siblings' summer in a rural Oahu town takes an exciting turn when a journal pointing to long-lost treasure sets them on an adventure, leading them to reconnect with their Hawaiian heritage.",2021,PG,123,tt10332588,6.1,9819.0,finding 'ohana,,,,,,,
4738,ts308838,Bad Sport,SHOW,True crime and sports come together in this docuseries. Global controversies and scandals are explored through reports from those involved.,2021,TV-MA,65,tt15402912,7.3,1912.0,bad sport,,,,,,,
4744,tm1120509,Never Back Down: Revolt,MOVIE,A woman who is kidnapped and forced to compete in elite underground fights and has to battle her way out to freedom.,2021,R,89,tt13470094,3.9,482.0,never back down: revolt,,,,,,,
4745,ts317522,Dig Deeper: The Disappearance of Birgit Meier,SHOW,"After Birgit Meier vanishes in 1989, police missteps plague the case for years. But her brother never wavers in his tireless quest to find the truth.",2021,,59,tt15771888,7.3,1622.0,dig deeper: the disappearance of birgit meier,,,,,,,
4746,ts317078,The Journalist,SHOW,A journalist known as the maverick of news media defiantly chases the truth in this series adaptation of the hit movie of the same name.,2022,TV-14,51,tt15101670,7.0,542.0,the journalist,,,,,,,
4747,tm166973,Mixtape,MOVIE,"On the eve of Y2K, orphaned 12-year-old Beverly discovers a broken mixtape crafted by her teen parents. Raised by her grandmother - who struggles talking about her late daughter - Beverly sees the mixtape as a chance to finally learn more about her parents.",2021,,94,tt1587420,6.6,3000.0,mixtape,,,,,,,
4749,ts305263,Baking Impossible,SHOW,Innovative bakers are paired with the brightest engineers to compete in designing and baking creations that are both delicious and made to survive intense engineering stress tests.,2021,TV-PG,49,tt15171996,7.0,1004.0,baking impossible,,,,,,,
4750,tm1134006,Death to 2021,MOVIE,This comedic retrospective mixes archival footage and scripted sketches as it revisits all the dread â€” and occasional delight â€” that 2021 had to offer.,2021,,60,tt16301388,6.3,14315.0,death to 2021,,,,,,,
4752,tm1174920,Jeff Foxworthy: The Good Old Days,MOVIE,"Jeff looks back on simpler times as he talks aging, texting and ""sex education,"" then shares one wild story from the Blue Collar Comedy Tour.",2022,,60,tt18314220,6.1,374.0,jeff foxworthy: the good old days,,,,,,,
4753,tm1131061,Hilda and the Mountain King,MOVIE,"When Hilda wakes up in the body of a troll, she must use her wits and courage to get back home, become human again â€” and save the city of Trolberg.",2021,,84,tt15777864,7.7,2146.0,hilda and the mountain king,,,,,,,
4754,tm1162608,40 Years Young,MOVIE,"After turning 40, CÃ©sar is invited to a culinary contest in CancÃºn, but a bitter discovery threatens to destroy his family as well as his chances to win the competition.",2022,,81,tt16969906,4.2,215.0,40 years young,,,,,,,
4755,tm1120902,The Privilege,MOVIE,A wealthy teen and his friends attending an elite private school uncover a dark conspiracy while looking into a series of strange supernatural events.,2022,,107,tt14637290,4.6,3900.0,the privilege,,,,,,,
4757,tm1144897,My Father's Violin,MOVIE,"Through their shared grief and connection to music, an orphaned girl bonds with her emotionally aloof, successful violinist uncle.",2022,,112,tt14369276,6.4,3049.0,my father's violin,,,,,,,
4758,tm863919,Extinct,MOVIE,"Op and Ed, two adorable donut-shaped animals - flummels - accidentally time-travel from 1835 to modern-day Shanghai.  There they discover traffic, trans fats, and worst of all, that flummels are now extinct. It's up to this bumbling pair to save themselves and their species...and, just maybe, change the course of history.",2021,,85,tt8241000,5.4,2393.0,extinct,,,,,,,
